plot,type,year,month,value
YOSE_44,ppt,1912,8,0.827000022
YOSE_44,ppt,1912,9,81.83499908
YOSE_44,ppt,1912,10,43.85100174
YOSE_44,ppt,1912,11,132.1999969
YOSE_44,ppt,1912,12,72.03099823
YOSE_44,ppt,1913,1,216.1060028
YOSE_44,ppt,1913,2,35.88299942
YOSE_44,ppt,1913,3,108.5660019
YOSE_44,ppt,1913,4,81.64800262
YOSE_44,ppt,1913,5,69.21299744
YOSE_44,ppt,1913,6,77.19400024
YOSE_44,ppt,1913,7,103.5279999
YOSE_44,ppt,1913,8,32.40000153
YOSE_44,ppt,1913,9,0.712000012
YOSE_44,ppt,1913,10,0.398999989
YOSE_44,ppt,1913,11,157.8919983
YOSE_44,ppt,1913,12,296.3630066
YOSE_44,ppt,1914,1,659.4260254
YOSE_44,ppt,1914,2,181.3529968
YOSE_44,ppt,1914,3,32.53900146
YOSE_44,ppt,1914,4,129.5330048
YOSE_44,ppt,1914,5,54.28699875
YOSE_44,ppt,1914,6,37.33300018
YOSE_44,ppt,1914,7,9.319999695
YOSE_44,ppt,1914,8,3.657000065
YOSE_44,ppt,1914,9,14.53899956
YOSE_44,ppt,1914,10,78.77600098
YOSE_44,ppt,1914,11,25.29999924
YOSE_44,ppt,1914,12,162.2740021
YOSE_44,ppt,1915,1,265.2009888
YOSE_44,ppt,1915,2,435.9450073
YOSE_44,ppt,1915,3,83.39099884
YOSE_44,ppt,1915,4,80.54699707
YOSE_44,ppt,1915,5,295.3160095
YOSE_44,ppt,1915,6,0
YOSE_44,ppt,1915,7,3.184999943
YOSE_44,ppt,1915,8,0.273999989
YOSE_44,ppt,1915,9,4.828000069
YOSE_44,ppt,1915,10,0.280000001
YOSE_44,ppt,1915,11,62.49900055
YOSE_44,ppt,1915,12,211.1009979
YOSE_44,ppt,1916,1,613.6389771
YOSE_44,ppt,1916,2,181.852005
YOSE_44,ppt,1916,3,196.3999939
YOSE_44,ppt,1916,4,31.48500061
YOSE_44,ppt,1916,5,37.09999847
YOSE_44,ppt,1916,6,0.026000001
YOSE_44,ppt,1916,7,0.005
YOSE_44,ppt,1916,8,7.697000027
YOSE_44,ppt,1916,9,29.33499908
YOSE_44,ppt,1916,10,204.223999
YOSE_44,ppt,1916,11,98.15499878
YOSE_44,ppt,1916,12,296.3330078
YOSE_44,ppt,1917,1,70.24099731
YOSE_44,ppt,1917,2,381.9289856
YOSE_44,ppt,1917,3,105.5469971
YOSE_44,ppt,1917,4,80.89099884
YOSE_44,ppt,1917,5,41.86800003
YOSE_44,ppt,1917,6,0
YOSE_44,ppt,1917,7,25.17099953
YOSE_44,ppt,1917,8,5.147999763
YOSE_44,ppt,1917,9,4.138999939
YOSE_44,ppt,1917,10,0.284000009
YOSE_44,ppt,1917,11,42.57600021
YOSE_44,ppt,1917,12,83.68299866
YOSE_44,ppt,1918,1,36.9280014
YOSE_44,ppt,1918,2,367.4240112
YOSE_44,ppt,1918,3,363.5929871
YOSE_44,ppt,1918,4,33.68700027
YOSE_44,ppt,1918,5,35.92699814
YOSE_44,ppt,1918,6,4.179999828
YOSE_44,ppt,1918,7,32.45800018
YOSE_44,ppt,1918,8,0
YOSE_44,ppt,1918,9,134.9649963
YOSE_44,ppt,1918,10,76.50700378
YOSE_44,ppt,1918,11,164.1380005
YOSE_44,ppt,1918,12,68.89299774
YOSE_44,ppt,1919,1,68.70600128
YOSE_44,ppt,1919,2,404.4379883
YOSE_44,ppt,1919,3,172.6840057
YOSE_44,ppt,1919,4,22.31800079
YOSE_44,ppt,1919,5,22.94599915
YOSE_44,ppt,1919,6,0
YOSE_44,ppt,1919,7,12.12199974
YOSE_44,ppt,1919,8,0
YOSE_44,ppt,1919,9,34.05599976
YOSE_44,ppt,1919,10,33.95800018
YOSE_44,ppt,1919,11,30.52300072
YOSE_44,ppt,1919,12,210.7120056
YOSE_44,ppt,1920,1,43.86500168
YOSE_44,ppt,1920,2,118.9219971
YOSE_44,ppt,1920,3,312.3720093
YOSE_44,ppt,1920,4,171.8159943
YOSE_44,ppt,1920,5,7.59800005
YOSE_44,ppt,1920,6,31.50300026
YOSE_44,ppt,1920,7,0
YOSE_44,ppt,1920,8,21.29800034
YOSE_44,ppt,1920,9,21.27099991
YOSE_44,ppt,1920,10,202.1089935
YOSE_44,ppt,1920,11,221.470993
YOSE_44,ppt,1920,12,270.730011
YOSE_44,ppt,1921,1,336.1679993
YOSE_44,ppt,1921,2,109.4209976
YOSE_44,ppt,1921,3,144.1920013
YOSE_44,ppt,1921,4,25.65999985
YOSE_44,ppt,1921,5,81.94999695
YOSE_44,ppt,1921,6,21.11499977
YOSE_44,ppt,1921,7,13.25699997
YOSE_44,ppt,1921,8,0.407999992
YOSE_44,ppt,1921,9,9.050999641
YOSE_44,ppt,1921,10,32.44499969
YOSE_44,ppt,1921,11,38.89500046
YOSE_44,ppt,1921,12,377.0599976
YOSE_44,ppt,1922,1,140.7389984
YOSE_44,ppt,1922,2,413.8299866
YOSE_44,ppt,1922,3,229.6690063
YOSE_44,ppt,1922,4,34.14799881
YOSE_44,ppt,1922,5,100.9649963
YOSE_44,ppt,1922,6,29.81299973
YOSE_44,ppt,1922,7,28.87999916
YOSE_44,ppt,1922,8,1.347000003
YOSE_44,ppt,1922,9,0
YOSE_44,ppt,1922,10,73.28600311
YOSE_44,ppt,1922,11,211.2709961
YOSE_44,ppt,1922,12,385.9110107
YOSE_44,ppt,1923,1,213.3840027
YOSE_44,ppt,1923,2,58.60900116
YOSE_44,ppt,1923,3,18.19199944
YOSE_44,ppt,1923,4,247.5079956
YOSE_44,ppt,1923,5,34.07899857
YOSE_44,ppt,1923,6,47.48500061
YOSE_44,ppt,1923,7,5.276000023
YOSE_44,ppt,1923,8,11.51099968
YOSE_44,ppt,1923,9,92.47200012
YOSE_44,ppt,1923,10,44.81000137
YOSE_44,ppt,1923,11,20.07299995
YOSE_44,ppt,1923,12,91.46199799
YOSE_44,ppt,1924,1,96.79499817
YOSE_44,ppt,1924,2,70.11199951
YOSE_44,ppt,1924,3,124.1719971
YOSE_44,ppt,1924,4,48.28499985
YOSE_44,ppt,1924,5,10.94699955
YOSE_44,ppt,1924,6,0.003
YOSE_44,ppt,1924,7,0
YOSE_44,ppt,1924,8,0
YOSE_44,ppt,1924,9,9.25399971
YOSE_44,ppt,1924,10,193.503006
YOSE_44,ppt,1924,11,104.7910004
YOSE_44,ppt,1924,12,208.0420074
YOSE_44,ppt,1925,1,77.88800049
YOSE_44,ppt,1925,2,340.5409851
YOSE_44,ppt,1925,3,171.2779999
YOSE_44,ppt,1925,4,149.6649933
YOSE_44,ppt,1925,5,74.32700348
YOSE_44,ppt,1925,6,47.2820015
YOSE_44,ppt,1925,7,36.78099823
YOSE_44,ppt,1925,8,39.52500153
YOSE_44,ppt,1925,9,34.87900162
YOSE_44,ppt,1925,10,85.3710022
YOSE_44,ppt,1925,11,82.57800293
YOSE_44,ppt,1925,12,79.33799744
YOSE_44,ppt,1926,1,148.1100006
YOSE_44,ppt,1926,2,299.8930054
YOSE_44,ppt,1926,3,23.49399948
YOSE_44,ppt,1926,4,228.628006
YOSE_44,ppt,1926,5,41.05500031
YOSE_44,ppt,1926,6,29.9659996
YOSE_44,ppt,1926,7,13.50399971
YOSE_44,ppt,1926,8,0
YOSE_44,ppt,1926,9,0
YOSE_44,ppt,1926,10,40.43799973
YOSE_44,ppt,1926,11,399.4989929
YOSE_44,ppt,1926,12,75.36499786
YOSE_44,ppt,1927,1,178.177002
YOSE_44,ppt,1927,2,390.9150085
YOSE_44,ppt,1927,3,119.2310028
YOSE_44,ppt,1927,4,174.0509949
YOSE_44,ppt,1927,5,37.04399872
YOSE_44,ppt,1927,6,39.94599915
YOSE_44,ppt,1927,7,19.64299965
YOSE_44,ppt,1927,8,0
YOSE_44,ppt,1927,9,18.85899925
YOSE_44,ppt,1927,10,174.9700012
YOSE_44,ppt,1927,11,191.5559998
YOSE_44,ppt,1927,12,143.8179932
YOSE_44,ppt,1928,1,97.16899872
YOSE_44,ppt,1928,2,117.1019974
YOSE_44,ppt,1928,3,367.2260132
YOSE_44,ppt,1928,4,105.0149994
YOSE_44,ppt,1928,5,30.27000046
YOSE_44,ppt,1928,6,17.39500046
YOSE_44,ppt,1928,7,0
YOSE_44,ppt,1928,8,0
YOSE_44,ppt,1928,9,0
YOSE_44,ppt,1928,10,9.041000366
YOSE_44,ppt,1928,11,120.0130005
YOSE_44,ppt,1928,12,143.8540039
YOSE_44,ppt,1929,1,90.52600098
YOSE_44,ppt,1929,2,121.5950012
YOSE_44,ppt,1929,3,188.6430054
YOSE_44,ppt,1929,4,155.6369934
YOSE_44,ppt,1929,5,14.57299995
YOSE_44,ppt,1929,6,122.7770004
YOSE_44,ppt,1929,7,13.20499992
YOSE_44,ppt,1929,8,0.268000007
YOSE_44,ppt,1929,9,27.03899956
YOSE_44,ppt,1929,10,3.084000111
YOSE_44,ppt,1929,11,0
YOSE_44,ppt,1929,12,185.1730042
YOSE_44,ppt,1930,1,255.9810028
YOSE_44,ppt,1930,2,184.0310059
YOSE_44,ppt,1930,3,154.4620056
YOSE_44,ppt,1930,4,115.6660004
YOSE_44,ppt,1930,5,87.83200073
YOSE_44,ppt,1930,6,4.107999802
YOSE_44,ppt,1930,7,0
YOSE_44,ppt,1930,8,13.8579998
YOSE_44,ppt,1930,9,50.10400009
YOSE_44,ppt,1930,10,22.05500031
YOSE_44,ppt,1930,11,202.3170013
YOSE_44,ppt,1930,12,12.01099968
YOSE_44,ppt,1931,1,141.3919983
YOSE_44,ppt,1931,2,116.9309998
YOSE_44,ppt,1931,3,68.59100342
YOSE_44,ppt,1931,4,66.73200226
YOSE_44,ppt,1931,5,88.26000214
YOSE_44,ppt,1931,6,48.62400055
YOSE_44,ppt,1931,7,0
YOSE_44,ppt,1931,8,11.18099976
YOSE_44,ppt,1931,9,21.65800095
YOSE_44,ppt,1931,10,38.90999985
YOSE_44,ppt,1931,11,194.2899933
YOSE_44,ppt,1931,12,507.3970032
YOSE_44,ppt,1932,1,213.7129974
YOSE_44,ppt,1932,2,285.4769897
YOSE_44,ppt,1932,3,47.39699936
YOSE_44,ppt,1932,4,85.46299744
YOSE_44,ppt,1932,5,114.4729996
YOSE_44,ppt,1932,6,34.47000122
YOSE_44,ppt,1932,7,0.731000006
YOSE_44,ppt,1932,8,0
YOSE_44,ppt,1932,9,17.13899994
YOSE_44,ppt,1932,10,1.562000036
YOSE_44,ppt,1932,11,41.52399826
YOSE_44,ppt,1932,12,132.5410004
YOSE_44,ppt,1933,1,330.1520081
YOSE_44,ppt,1933,2,61.64099884
YOSE_44,ppt,1933,3,165.4279938
YOSE_44,ppt,1933,4,37.99700165
YOSE_44,ppt,1933,5,147.0829926
YOSE_44,ppt,1933,6,19.54800034
YOSE_44,ppt,1933,7,2.680000067
YOSE_44,ppt,1933,8,10.55500031
YOSE_44,ppt,1933,9,2.298000097
YOSE_44,ppt,1933,10,94.17099762
YOSE_44,ppt,1933,11,4.037000179
YOSE_44,ppt,1933,12,283.7860107
YOSE_44,ppt,1934,1,119.1439972
YOSE_44,ppt,1934,2,221.3769989
YOSE_44,ppt,1934,3,25.79899979
YOSE_44,ppt,1934,4,11.84700012
YOSE_44,ppt,1934,5,54.83800125
YOSE_44,ppt,1934,6,63.56999969
YOSE_44,ppt,1934,7,0
YOSE_44,ppt,1934,8,15.46399975
YOSE_44,ppt,1934,9,53.58599854
YOSE_44,ppt,1934,10,96.33999634
YOSE_44,ppt,1934,11,221.8959961
YOSE_44,ppt,1934,12,159.5809937
YOSE_44,ppt,1935,1,325.5799866
YOSE_44,ppt,1935,2,92.77400208
YOSE_44,ppt,1935,3,221.2610016
YOSE_44,ppt,1935,4,394.9869995
YOSE_44,ppt,1935,5,23.74799919
YOSE_44,ppt,1935,6,0
YOSE_44,ppt,1935,7,27.77400017
YOSE_44,ppt,1935,8,42.57600021
YOSE_44,ppt,1935,9,0
YOSE_44,ppt,1935,10,87.43000031
YOSE_44,ppt,1935,11,67.52899933
YOSE_44,ppt,1935,12,100.6589966
YOSE_44,ppt,1936,1,307.5910034
YOSE_44,ppt,1936,2,662.2869873
YOSE_44,ppt,1936,3,95.81999969
YOSE_44,ppt,1936,4,106.4349976
YOSE_44,ppt,1936,5,26.15800095
YOSE_44,ppt,1936,6,71.45300293
YOSE_44,ppt,1936,7,21.31599998
YOSE_44,ppt,1936,8,13.23499966
YOSE_44,ppt,1936,9,11.04800034
YOSE_44,ppt,1936,10,45.68999863
YOSE_44,ppt,1936,11,6.697999954
YOSE_44,ppt,1936,12,331.7319946
YOSE_44,ppt,1937,1,226.6880035
YOSE_44,ppt,1937,2,439.3859863
YOSE_44,ppt,1937,3,212.0639954
YOSE_44,ppt,1937,4,94.39700317
YOSE_44,ppt,1937,5,7.968999863
YOSE_44,ppt,1937,6,20.04000092
YOSE_44,ppt,1937,7,51.40999985
YOSE_44,ppt,1937,8,0
YOSE_44,ppt,1937,9,0
YOSE_44,ppt,1937,10,36.54899979
YOSE_44,ppt,1937,11,111.6600037
YOSE_44,ppt,1937,12,394.1019897
YOSE_44,ppt,1938,1,194.2380066
YOSE_44,ppt,1938,2,563.6140137
YOSE_44,ppt,1938,3,476.3120117
YOSE_44,ppt,1938,4,151.5839996
YOSE_44,ppt,1938,5,44.9679985
YOSE_44,ppt,1938,6,42.65299988
YOSE_44,ppt,1938,7,21.40500069
YOSE_44,ppt,1938,8,0.551999986
YOSE_44,ppt,1938,9,27.60400009
YOSE_44,ppt,1938,10,137.9730072
YOSE_44,ppt,1938,11,71.68099976
YOSE_44,ppt,1938,12,52.03699875
YOSE_44,ppt,1939,1,159.5930023
YOSE_44,ppt,1939,2,157.026001
YOSE_44,ppt,1939,3,150.1629944
YOSE_44,ppt,1939,4,31.75099945
YOSE_44,ppt,1939,5,82.85600281
YOSE_44,ppt,1939,6,9.404000282
YOSE_44,ppt,1939,7,3.756999969
YOSE_44,ppt,1939,8,0.889999986
YOSE_44,ppt,1939,9,77.24299622
YOSE_44,ppt,1939,10,144.8339996
YOSE_44,ppt,1939,11,20.85499954
YOSE_44,ppt,1939,12,48.16999817
YOSE_44,ppt,1940,1,503.9330139
YOSE_44,ppt,1940,2,418.5310059
YOSE_44,ppt,1940,3,253.1349945
YOSE_44,ppt,1940,4,56.98899841
YOSE_44,ppt,1940,5,11.82699966
YOSE_44,ppt,1940,6,11.70300007
YOSE_44,ppt,1940,7,0.002
YOSE_44,ppt,1940,8,0.319999993
YOSE_44,ppt,1940,9,18.61400032
YOSE_44,ppt,1940,10,82.33300018
YOSE_44,ppt,1940,11,49.52299881
YOSE_44,ppt,1940,12,543.6959839
YOSE_44,ppt,1941,1,227.5619965
YOSE_44,ppt,1941,2,324.1059875
YOSE_44,ppt,1941,3,153.8249969
YOSE_44,ppt,1941,4,193.8110046
YOSE_44,ppt,1941,5,56.7120018
YOSE_44,ppt,1941,6,19.39599991
YOSE_44,ppt,1941,7,3.039000034
YOSE_44,ppt,1941,8,14.36100006
YOSE_44,ppt,1941,9,1.800999999
YOSE_44,ppt,1941,10,53.31000137
YOSE_44,ppt,1941,11,95.4280014
YOSE_44,ppt,1941,12,530.6849976
YOSE_44,ppt,1942,1,228.6159973
YOSE_44,ppt,1942,2,197.0130005
YOSE_44,ppt,1942,3,107.5100021
YOSE_44,ppt,1942,4,242.4900055
YOSE_44,ppt,1942,5,172.4019928
YOSE_44,ppt,1942,6,0.015
YOSE_44,ppt,1942,7,7.181000233
YOSE_44,ppt,1942,8,1.820000052
YOSE_44,ppt,1942,9,7.309000015
YOSE_44,ppt,1942,10,15.99600029
YOSE_44,ppt,1942,11,373.3049927
YOSE_44,ppt,1942,12,189.4259949
YOSE_44,ppt,1943,1,389.5010071
YOSE_44,ppt,1943,2,151.197998
YOSE_44,ppt,1943,3,329.0740051
YOSE_44,ppt,1943,4,96.11599731
YOSE_44,ppt,1943,5,30.04599953
YOSE_44,ppt,1943,6,30.34499931
YOSE_44,ppt,1943,7,18.21500015
YOSE_44,ppt,1943,8,0
YOSE_44,ppt,1943,9,0.003
YOSE_44,ppt,1943,10,67.38300323
YOSE_44,ppt,1943,11,50.98400116
YOSE_44,ppt,1943,12,90.35900116
YOSE_44,ppt,1944,1,197.2339935
YOSE_44,ppt,1944,2,284.6730042
YOSE_44,ppt,1944,3,121.5490036
YOSE_44,ppt,1944,4,157.8560028
YOSE_44,ppt,1944,5,46.39899826
YOSE_44,ppt,1944,6,27.07799911
YOSE_44,ppt,1944,7,3.812000036
YOSE_44,ppt,1944,8,0
YOSE_44,ppt,1944,9,10.96700001
YOSE_44,ppt,1944,10,68.71099854
YOSE_44,ppt,1944,11,345.9289856
YOSE_44,ppt,1944,12,163.9900055
YOSE_44,ppt,1945,1,36.37400055
YOSE_44,ppt,1945,2,379.2860107
YOSE_44,ppt,1945,3,284.8420105
YOSE_44,ppt,1945,4,42.79600143
YOSE_44,ppt,1945,5,92.77100372
YOSE_44,ppt,1945,6,58.75899887
YOSE_44,ppt,1945,7,30.40600014
YOSE_44,ppt,1945,8,7.701000214
YOSE_44,ppt,1945,9,15.68799973
YOSE_44,ppt,1945,10,222.5890045
YOSE_44,ppt,1945,11,217.5010071
YOSE_44,ppt,1945,12,433.3599854
YOSE_44,ppt,1946,1,71.66799927
YOSE_44,ppt,1946,2,118.6490021
YOSE_44,ppt,1946,3,238.2480011
YOSE_44,ppt,1946,4,15.6590004
YOSE_44,ppt,1946,5,76.38899994
YOSE_44,ppt,1946,6,0
YOSE_44,ppt,1946,7,45.02799988
YOSE_44,ppt,1946,8,0
YOSE_44,ppt,1946,9,21.54199982
YOSE_44,ppt,1946,10,98.46499634
YOSE_44,ppt,1946,11,350.3599854
YOSE_44,ppt,1946,12,168.973999
YOSE_44,ppt,1947,1,58.61299896
YOSE_44,ppt,1947,2,101.6230011
YOSE_44,ppt,1947,3,169.6759949
YOSE_44,ppt,1947,4,57.28499985
YOSE_44,ppt,1947,5,51.6230011
YOSE_44,ppt,1947,6,15.53800011
YOSE_44,ppt,1947,7,0
YOSE_44,ppt,1947,8,5.263999939
YOSE_44,ppt,1947,9,14.00199986
YOSE_44,ppt,1947,10,190.0449982
YOSE_44,ppt,1947,11,49.61899948
YOSE_44,ppt,1947,12,39.56900024
YOSE_44,ppt,1948,1,76.13899994
YOSE_44,ppt,1948,2,144.5529938
YOSE_44,ppt,1948,3,277.8959961
YOSE_44,ppt,1948,4,357.605011
YOSE_44,ppt,1948,5,74.59999847
YOSE_44,ppt,1948,6,22.63999939
YOSE_44,ppt,1948,7,0
YOSE_44,ppt,1948,8,0
YOSE_44,ppt,1948,9,6.427000046
YOSE_44,ppt,1948,10,37.15499878
YOSE_44,ppt,1948,11,34.40100098
YOSE_44,ppt,1948,12,244.6170044
YOSE_44,ppt,1949,1,114.4280014
YOSE_44,ppt,1949,2,186.9669952
YOSE_44,ppt,1949,3,290.3880005
YOSE_44,ppt,1949,4,13.02499962
YOSE_44,ppt,1949,5,54.15200043
YOSE_44,ppt,1949,6,2.286999941
YOSE_44,ppt,1949,7,2.592999935
YOSE_44,ppt,1949,8,9.218000412
YOSE_44,ppt,1949,9,6.824999809
YOSE_44,ppt,1949,10,7.243999958
YOSE_44,ppt,1949,11,143.7769928
YOSE_44,ppt,1949,12,119.3099976
YOSE_44,ppt,1950,1,320.2720032
YOSE_44,ppt,1950,2,166.4649963
YOSE_44,ppt,1950,3,158.0570068
YOSE_44,ppt,1950,4,137.9889984
YOSE_44,ppt,1950,5,68.83000183
YOSE_44,ppt,1950,6,21.87299919
YOSE_44,ppt,1950,7,5.585000038
YOSE_44,ppt,1950,8,1.154000044
YOSE_44,ppt,1950,9,11.44699955
YOSE_44,ppt,1950,10,198.1089935
YOSE_44,ppt,1950,11,537.5880127
YOSE_44,ppt,1950,12,417.6289978
YOSE_44,ppt,1951,1,189.7059937
YOSE_44,ppt,1951,2,118.473999
YOSE_44,ppt,1951,3,91.71800232
YOSE_44,ppt,1951,4,104.7639999
YOSE_44,ppt,1951,5,66.3730011
YOSE_44,ppt,1951,6,25.22800064
YOSE_44,ppt,1951,7,0.637000024
YOSE_44,ppt,1951,8,11.48200035
YOSE_44,ppt,1951,9,0
YOSE_44,ppt,1951,10,88.28900146
YOSE_44,ppt,1951,11,182.7980042
YOSE_44,ppt,1951,12,471.8590088
YOSE_44,ppt,1952,1,428.0599976
YOSE_44,ppt,1952,2,169.3099976
YOSE_44,ppt,1952,3,322.1099854
YOSE_44,ppt,1952,4,115.3089981
YOSE_44,ppt,1952,5,23.67300034
YOSE_44,ppt,1952,6,16.08200073
YOSE_44,ppt,1952,7,86.14199829
YOSE_44,ppt,1952,8,8.404000282
YOSE_44,ppt,1952,9,41.56800079
YOSE_44,ppt,1952,10,4.743000031
YOSE_44,ppt,1952,11,105.1179962
YOSE_44,ppt,1952,12,353.928009
YOSE_44,ppt,1953,1,212.7619934
YOSE_44,ppt,1953,2,10.27299976
YOSE_44,ppt,1953,3,131.0059967
YOSE_44,ppt,1953,4,153.2489929
YOSE_44,ppt,1953,5,100.6119995
YOSE_44,ppt,1953,6,36.52999878
YOSE_44,ppt,1953,7,29.37700081
YOSE_44,ppt,1953,8,24.89900017
