,plot_id_tree.ring,plot_label,plot_label_2,plot_label_3,plot_number,lat,long,plot_id_climate,plot_id_genetics,plot_id_needle,Unit,Sample_Date,Tree_Num,Tag_Num,Dout,DSide,UTM_E,UTM_N,DBH_cm,Ht_m,Crwn_Dmg,Canopy_Pos,DNA_Sample,Core_Collected,Needle_Sample,Tree_Notes,QAQC,Tree_Num_2,COREID,DBH_mm,CORE_AB,COREID_2,COREID_ALT
30,FS_12_1,site 2,site_02,Site 02,2,39.2802948,-119.9963335,FS_12_1,FS_12I,FS_12,Tahoe NF,10/17/2018,20,NA,NA,NA,241764,4352280,26.2,8.5,5,Dominant,TRUE,2,FALSE,In clump with WPBR. Core B a little bit better.,TRUE,20,FS12120,262,A,site_02_20_A,FS12120A
31,FS_12_1,site 2,site_02,Site 02,2,39.2802948,-119.9963335,FS_12_1,FS_12I,FS_12,Tahoe NF,10/17/2018,20,NA,NA,NA,241764,4352280,26.2,8.5,5,Dominant,TRUE,2,FALSE,In clump with WPBR. Core B a little bit better.,TRUE,20,FS12120,262,B,site_02_20_B,FS12120B
32,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,11,NA,NA,NA,248775,4301260,18.8,5.7,5,Sub-Dominant,TRUE,1,TRUE,,TRUE,11,FS1511,188,,site_04_11,FS1511
33,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,4,NA,NA,NA,248585,4301072,17.7,7.7,5,Sub-Dominant,TRUE,1,FALSE,,TRUE,4,FS1504,177,,site_04_04,FS1504
34,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,9,NA,NA,NA,248749,4301212,14.5,4.9,2,Intermediate,TRUE,1,FALSE,,TRUE,9,FS1509,145,,site_04_09,FS1509
35,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,7,NA,NA,NA,248716,4301195,18.8,7.4,5,Intermediate,TRUE,1,TRUE,,TRUE,7,FS1507,188,,site_04_07,FS1507
36,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,8,NA,NA,NA,248717,4301225,52.7,11.3,10,Co-Dominant,TRUE,1,TRUE,"one small new flag, but otherwise healthy",TRUE,8,FS1508,527,,site_04_08,FS1508
37,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,12,NA,NA,NA,248818,4301258,49.5,11.5,5,Dominant,TRUE,1,FALSE,nice big tree,TRUE,12,FS1512,495,,site_04_12,FS1512
38,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,22,NA,NA,NA,248913,4301295,14.6,5.4,2,Intermediate,TRUE,1,TRUE,"tree mostly shaded, except branch we got isotopes from",TRUE,22,FS1522,146,,site_04_22,FS1522
39,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,21,NA,NA,NA,248935,4301286,29,12.7,7,Co-Dominant,TRUE,1,FALSE,,TRUE,21,FS1521,290,,site_04_21,FS1521
40,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,18,NA,NA,NA,248942,4301239,21.9,7.5,2,Dominant,TRUE,1,TRUE,,TRUE,18,FS1518,219,,site_04_18,FS1518
41,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,19,NA,NA,NA,248981,4301231,20.1,8.4,7,Intermediate,TRUE,1,FALSE,,TRUE,19,FS1519,201,,site_04_19,FS1519
42,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,5,NA,NA,NA,248589.1,4301074,31.6,13.7,5,Co-Dominant,TRUE,1,TRUE,4.6m at 63 degrees from tree 4,TRUE,5,FS1505,316,,site_04_05,FS1505
43,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,25,NA,NA,NA,248993,4301364,24.7,6.5,12,Co-Dominant,TRUE,1,TRUE,,TRUE,25,FS1525,247,,site_04_25,FS1525
44,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,13,NA,NA,NA,248819,4301184,24.3,10.2,10,Sub-Dominant,TRUE,1,FALSE,"No WPBR, but sparser foliage, still healthy.",TRUE,13,FS1513,243,,site_04_13,FS1513
45,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,23,NA,NA,NA,248912,4301298,39,10.7,5,Intermediate,TRUE,1,FALSE,,TRUE,23,FS1523,390,,site_04_23,FS1523
46,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,24,NA,NA,NA,248983,4301347,26.9,9.8,2,Intermediate,TRUE,1,FALSE,,TRUE,24,FS1524,269,,site_04_24,FS1524
47,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,1,NA,NA,NA,248673,4301185,18.3,7.5,2,Intermediate,TRUE,1,TRUE,,TRUE,1,FS1501,183,,site_04_01,FS1501
48,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,20,NA,NA,NA,248997,4301250,12.8,5.5,5,Intermediate,TRUE,1,TRUE,,TRUE,20,FS1520,128,,site_04_20,FS1520
49,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,17,NA,NA,NA,248919,4301159,36.2,12.2,7,Intermediate,TRUE,1,FALSE,,TRUE,17,FS1517,362,,site_04_17,FS1517
50,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,2,NA,NA,NA,248698,4301192,31,12.4,10,Intermediate,TRUE,1,FALSE,whitebark clump growing around large western white,TRUE,2,FS1502,310,,site_04_02,FS1502
51,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,3,NA,NA,NA,248585,4301104,30.3,6.9,10,Co-Dominant,TRUE,1,FALSE,,TRUE,3,FS1503,303,,site_04_03,FS1503
52,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,29,NA,NA,NA,249127,4301304,27,11.5,2,Co-Dominant,TRUE,1,FALSE,A few sapsucker holes; in clump with WPBR,TRUE,29,FS1529,270,,site_04_29,FS1529
53,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,26,NA,NA,NA,248982,4301380,21.7,8.7,10,Co-Dominant,TRUE,1,TRUE,,TRUE,26,FS1526,217,,site_04_26,FS1526
54,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,6,NA,NA,NA,248621,4301109,34.2,14.2,5,Sub-Dominant,TRUE,1,TRUE,,TRUE,6,FS1506,342,,site_04_06,FS1506
55,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,15,NA,NA,NA,248874,4301170,49.8,16.9,5,Co-Dominant,TRUE,1,FALSE,,TRUE,15,FS1515,498,,site_04_15,FS1515
56,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,28,NA,NA,NA,249026,4301399,25.2,7.6,2,Intermediate,TRUE,1,TRUE,,TRUE,28,FS1528,252,,site_04_28,FS1528
57,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,30,NA,NA,NA,249063,4301358,60,17.7,12,Co-Dominant,TRUE,2,FALSE,Some sapsucker holes,TRUE,30,FS1530,600,B,site_04_30_B,FS1530B
58,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,14,NA,NA,NA,248824,4301197,13.5,6.7,2,Co-Dominant,TRUE,1,TRUE,,TRUE,14,FS1514,135,,site_04_14,FS1514
59,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,16,NA,NA,NA,248908,4301170,15.3,5.4,2,Sub-Dominant,TRUE,1,TRUE,in clump with WPBR,TRUE,16,FS1516,153,,site_04_16,FS1516
60,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,10,NA,NA,NA,248768,4301240,40.7,10.2,5,Dominant,TRUE,2,TRUE,tree on top of outcrop with very full sun on needles,TRUE,10,FS1510,407,B,site_04_10_B,FS1510B
61,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,10,NA,NA,NA,248768,4301240,40.7,10.2,5,Dominant,TRUE,2,TRUE,tree on top of outcrop with very full sun on needles,TRUE,10,FS1510,407,A,site_04_10_A,FS1510A
62,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,30,NA,NA,NA,249063,4301358,60,17.7,12,Co-Dominant,TRUE,2,FALSE,Some sapsucker holes,TRUE,30,FS1530,600,A,site_04_30_A,FS1530A
63,FS_15,site 4,site_04,Site 04,4,38.82413455,-119.8929894,FS_15,FS_15X,FS_15,Tahoe NF,10/18/2018,27,NA,NA,NA,248977,4301380,15.2,7.2,2,Intermediate,TRUE,1,FALSE,5 m at 270 degrees from tree 26,TRUE,27,FS1527,152,,site_04_27,FS1527
64,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,20,NA,NA,NA,243255,4299181,32.3,10.8,15,Co-Dominant,TRUE,1,FALSE,,TRUE,20,FSD1B20,323,,site_05_20,FSD1B20
65,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,5,NA,NA,NA,243323,4299292,15,5.8,5,Intermediate,TRUE,1,TRUE,,TRUE,5,FSD1B05,150,,site_05_05,FSD1B05
66,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,30,NA,NA,NA,243178,4299387,31.7,10.7,5,Co-Dominant,TRUE,1,TRUE,,TRUE,30,FSD1B30,317,,site_05_30,FSD1B30
67,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,2,NA,NA,NA,243311,4299253,34.1,9.6,2,Co-Dominant,TRUE,1,TRUE,"in clump with wpbr tree, did not core tree with wpbr",TRUE,2,FSD1B02,341,,site_05_02,FSD1B02
68,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,21,NA,NA,NA,243264,4299219,23.2,7.6,5,Co-Dominant,TRUE,1,FALSE,,TRUE,21,FSD1B21,232,,site_05_21,FSD1B21
69,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,4,NA,NA,NA,243336.9,4299299,43.5,15.4,7,Intermediate,TRUE,1,FALSE,4.3 m at 288 degrees from tree 3,TRUE,4,FSD1B04,435,,site_05_04,FSD1B04
70,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,1,NA,NA,NA,243338,4299263,22.4,7.7,5,Intermediate,TRUE,1,TRUE,suppressed one side,TRUE,1,FSD1B01,224,,site_05_01,FSD1B01
71,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,6,NA,NA,NA,243377,4299340,47,15.5,5,Co-Dominant,TRUE,1,FALSE,,TRUE,6,FSD1B06,470,,site_05_06,FSD1B06
72,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,3,NA,NA,NA,243341,4299298,29.2,10.2,10,Intermediate,TRUE,1,FALSE,suppressed one side,TRUE,3,FSD1B03,292,,site_05_03,FSD1B03
73,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,7,NA,NA,NA,243333,4299364,78.9,20.3,2,Co-Dominant,TRUE,1,FALSE,,TRUE,7,FSD1B07,789,,site_05_07,FSD1B07
74,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,17,NA,NA,NA,243197,4299278,16.4,8.2,5,Co-Dominant,TRUE,1,TRUE,tree 11 in previous read during training plot,TRUE,17,FSD1B17,164,,site_05_17,FSD1B17
75,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,9,NA,NA,NA,243290,4299358,41.1,10.8,5,Co-Dominant,TRUE,1,TRUE,,TRUE,9,FSD1B09,411,,site_05_09,FSD1B09
76,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,19,NA,NA,NA,243181,4299240,32.2,9.1,10,Co-Dominant,TRUE,1,TRUE,tree 12 in previous read during training plot,TRUE,19,FSD1B19,322,,site_05_19,FSD1B19
77,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,27,NA,NA,NA,243133,4299252,65.1,13,10,Dominant,TRUE,1,FALSE,,TRUE,27,FSD1B27,651,,site_05_27,FSD1B27
78,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,8,NA,NA,NA,243304,4299370,35.6,12.6,2,Intermediate,TRUE,1,FALSE,,TRUE,8,FSD1B08,356,,site_05_08,FSD1B08
79,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,13,NA,NA,NA,243189,4299374,27.1,9.1,5,Intermediate,TRUE,1,TRUE,,TRUE,13,FSD1B13,271,,site_05_13,FSD1B13
80,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,26,NA,NA,NA,243308,4299334,48.6,11.8,15,Co-Dominant,TRUE,1,FALSE,,TRUE,26,FSD1B26,486,,site_05_26,FSD1B26
81,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,18,NA,NA,NA,243210,4299278,18.2,8.7,7,Co-Dominant,TRUE,1,FALSE,tree 14 in previous read during training plot,TRUE,18,FSD1B18,182,,site_05_18,FSD1B18
82,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,16,NA,NA,NA,243175,4299275,39.1,12.2,10,Co-Dominant,TRUE,1,FALSE,,TRUE,16,FSD1B16,391,,site_05_16,FSD1B16
83,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,29,NA,NA,NA,243118,4299318,46.7,14.8,7,Co-Dominant,TRUE,1,FALSE,,TRUE,29,FSD1B29,467,,site_05_29,FSD1B29
84,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,28,NA,NA,NA,243131,4299304,22.5,3.5,5,Sub-Dominant,TRUE,1,TRUE,,TRUE,28,FSD1B28,225,,site_05_28,FSD1B28
85,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,22,NA,NA,NA,243269,4299271,36.3,10.4,15,Intermediate,TRUE,1,FALSE,,TRUE,22,FSD1B22,363,,site_05_22,FSD1B22
86,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,14,NA,NA,NA,243181,4299356,18,5.8,2,Intermediate,TRUE,1,TRUE,,TRUE,14,FSD1B14,180,,site_05_14,FSD1B14
87,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,15,NA,NA,NA,243168,4299350,20.1,6.8,5,Intermediate,TRUE,1,FALSE,,TRUE,15,FSD1B15,201,,site_05_15,FSD1B15
88,FS_D1_B,site 5,site_05,Site 05,5,38.80515852,-119.9567343,FS_D1_B,FS_01B,FS_D1,Tahoe NF,8/22/2018,12,NA,NA,NA,243205,4299346,44.1,10.9,10,Intermediate,TRUE,1,TRUE,,TRUE,12,FSD1B12,441,,site_05_12,FSD1B12
